title,description,brand,price,currency
Westport 9 in. Wide 1-Light Artesian Bronze Outdoor Integrated LED Wall Lantern Sconce,The Westport 9 in. Wide 1-Light Artesian Bronze Integrated LED Outdoor Wall Mount Sconce is a great addition to any outdoor space. This high quality light can be used in a variety of applications. Provide both function and style to any outdoor area with this wonderful fixture.,Maxim Lighting,214,USD
8 in. Chrome Drip Bowl for GE Electric Ranges,"The Everbilt 8-inch chrome drip bowl is a replacement part part designed to catch drips that occur while cooking, keeping your range clean. It is is compatible with most plug-in GE and Hotpoint ranges. Replacing the drip bowls of your stove regularly will give it a renovated appearance, while improving your cooking results with more even heating. The chrome finish of the drip bowl enhances heating reflectivity, which directly affects the preparation of your meals. The ring and pan are combined into a one piece drip bowl making it easy to clean and replace.",Everbilt,6.98,USD
Foggy Lake Forest Landscape Nature Reflection By Danita Delimont Framed Print Nature Texturized Art 11 in. x 14 in.,"It is time to set up your room with of our fresh new ‘Framed Giclee Textured Wall Art’ pieces. You may have seen our Wooden or Canvas products, but our framed products are now available in 3-alluring styles: black, gray farmhouse and white. Our textured artwork will add more depth and dimension to any space. Each-piece is mounted with a 1. 5 in. thick ebony wood grain frame that is ready to hang. Looking for a statement piece. We have oversized artwork available.",The Stupell Home Decor Collection,53.99,USD
Patiorama 2-Piece Wicker Outdoor Patio Ottoman with Brown Cushions,"Patiorama patio furniture provides the perfect setting for your outdoor activities. When it comes to kicking back and enjoying some time outside, you want to feel relaxed and comfortable while you are watching the kids ride bikes, gathering with friends or families for cocktails, chatting, or have a happy BBQ time to enrich the conversation and escape from your busy life. Patiorama furniture has been hand woven for standard. Each garden set within the Patiorama furniture will set off a contemporary and stylish vibe allowing you to sit back and relax in style in the comfort of your very home. The weather-resistant wicker is hand-woven over a rust-resistant frame. The durability of this set is brilliant.",Unbranded,99.99,USD
"65-Watt Equivalent E26 Energy Saving, Wet-Rated CFL Light Bulb 2700 K (3-Pack)","Compact Fluorescent Light Bulbs use an efficient chemical reaction to produce light, which requires 66%-75% less electricity to produce the same light output as a comparable incandescent bulb, which produces light by passing electricity through a small wire filament and heating it until it glows. CFL bulbs don't get as hot as incandescent bulbs and last considerably longer. Incandescent bulbs typically last 750-hours to 1,000-hours while CFL bulbs can last up to 8,000-hours to 10,000-hours.",sleeklighting,20.95,USD
5 gal. #P140-2 Sweetheart Semi-Gloss Enamel Interior Paint & Primer,"Love your space like never before with the high-performance formulation of BEHR MARQUEE Interior Paint. This advanced stain-blocking paint & primer provides long-lasting beauty with exceptional durability and stain resistance. Your walls will stay looking fresh and beautiful year after year – backed by a Lifetime Limited Warranty, see back label for details.  A primer coat may be needed on some surfaces. See back label for details.",BEHR MARQUEE,237,USD
5 gal. #M440-2 Serene Breeze Semi-Gloss Enamel Exterior Paint & Primer,"Add dazzling impact and style to your home's exterior accents with BEHR MARQUEE Semi-Gloss Enamel Exterior Paint. Featuring the most advanced dirt and fade technology available from BEHR that keeps your home looking freshly painted longer. This radiant, durable sheen provides a perfectly polished look, vivid color to trim, windows and doors, including garage doors, as well as shutters and outdoor furniture. It's also great for surfaces like railings and wrought iron.",BEHR MARQUEE,264,USD
Bordeaux 11.75 in. 4-Light Polished Chrome Flush Mount,"With sparkling crystals and a sleek Polished Chrome finish, the Bordeaux Collection adds the perfect elegant touch to any room. The bulbs are included and enhance the shimmering effect of the cascading drops. Bring the signature look of Platinum by Quoizel to your home.",Quoizel,219.99,USD
Confucius 19 in. Copper Vessel Sink Handmade Pure Copper Sink in Antique Copper,"Design your dream bathroom retreat around the Confucius copper sink by SINKOLOGY. The new and improved design of this sink reduces splashing and keeps the water where it belongs. Unique and Innovative this copper vessel sink makes a luxurious statement in any bathroom. Handmade from 16-Gauge pure solid copper the Confucius bath sink is finished in our popular Antique copper finish. Easy to maintain, affordable and protected by a Lifetime Warranty.",SINKOLOGY,87.54,USD
Madison Ivory/Navy 4 ft. x 4 ft. Square Area Rug,"The Madison Collection of high styled transitional carpets brings modern styling and brilliant colors to classic area rug design. Each rug in this marvelous collection is the latest in fashion-smart floor coverings specially designed for today's lavish contemporary and transitional home decor. Power loomed using durable yarns for easy-care, long lasting brilliance.",SAFAVIEH,36.97,USD
5 lb. Zeolite All-Natural Filter Rocks,"Poseidon Filter Rocks protects your fish and enhances biological filtration of aquariums and ponds by organically removing ammonia and harmful toxins. Our filter rocks are a natural filtration product made from an organic mineral called Zeolite. Put Nature to Work in your home, your pets will thank you.",Pure Nature Pets,11.83,USD
5 gal. #PPU26-08 Silverstone Semi-Gloss Enamel Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,183,USD
Automatic Transmission Filter Kit,"With more than 100 years of experience, we know how to help filter out the bad stuff. ACDelco GM Oil Filters, Fuel Filters, Transmission Filters and Air Filters are manufactured from quality materials to deliver durability and excellent performance. ACDelco has filters to block just about everything from engine oil filters that block particles one-third the size of a human hair, to cabin air filters that block faint odors in the air.",ACDelco,30.57,USD
6 in. x 36 in. x 28 in. Douglas Fir Merced Traditional Smooth Outlooker,"Our Rustic Collection is an instant classic. Rustic wood millwork utilizes the technologies of today to build the 'log and timber' wood products that have been in architecture for centuries. Because our products are not kiln dried, each item in our Rustic Collection is 100% unique and will contain the natural variations that the wood species offers. Your wood bracket, corbel, rafter tail, will contain unique colors, grains, textures, knots, sapwood and heartwood content and possible sap bleeding and even natural checking, splitting and cracks. These natural variations are what make the Rustic Collection stand out from the rest. Be proud of your project; stand out from the cookie-cutter homes; use the Rustic Collection family of products.",Ekena Millwork,222.78,USD
1 gal. #P100-4 Lovers Knot Extra Durable Semi-Gloss Enamel Interior Paint & Primer,"BEHR ULTRA SCUFF DEFENSE Stain-Blocking Paint and Primer* is an interior paint that's too tough to scuff and sets a new standard for paint durability. BEHR ULTRA SCUFF DEFENSE features breakthrough innovation to deliver a rich finish that is truly durable enough for high-traffic areas. This radiant semi-gloss sheen will help you create a sleek, reflective look that brings maximum impact to trim, windows and doors as well as indoor furniture and cabinets. Don't settle or compromise between the look you desire and higher level of durability you require. *A PRIMER COAT MAY BE NEEDED ON SOME SURFACES. SEE BACK LABEL FOR DETAILS.",BEHR ULTRA,41.98,USD
8 in. x 8 in. Texture Carpet Sample - Port Abigail II -Color Gulf,"PureColor provides the ultimate performance in fiber with its virtually stain proof coloration, coupled with our soil resistant SoilShield. PureColor will stay clean longer, clean easier and stay more vibrant. The attributes of PureColor combine to make a durable, high value, high performance carpet fiber. Innovation takes a step up with PureColor, the clear choice for value and performance. Covered by Home Decorators Collection Warranty: 15-year limited stain and soil warranty; 15-year limited wear and tear warranty.",Home Decorators Collection,1,USD
Aerial 72 in. Single Curtain Rod in Bronze-Dore with Finial,"The Haven Collection Aerial Rod Set offers a new, distinctive way to adorn your area of choice with its ornamental design and high-quality craftsmanship. This transitional-style finial rod set was modernized with a streamlined and strengthened cage motif, and its swooping aesthetic is sure to blend well with the theme of the room in which it is placed. Complete with a nearly shining, Bronze-Dore finish, it is sure to provide an on-trend style that is as equally classic as it is chic. This is also available in Soft Iron, Brushed Nickel, and Oil Rubbed Bronze finishes, and extends from 36-inches to 72-inches long. Timeless elegance, classic beauty. Transform your home into an oasis of pure serenity. Surround yourself with affordable luxury, combining smart design with superior craftsmanship. Elevate your home decor with The Haven Collection.",The Haven Collection,31.95,USD
1 gal. PPG1130-5 Pear Cactus Satin Interior Paint,"Glidden Premium satin interior paint + primer offers exceptional value and a quality finish that helps beautify just about any room in your home, including basements and high-traffic areas. Glidden Premium is a Zero VOC, Low Odor paint + primer that features good hide and coverage, a scrub able and washable coating and a thick, easy to apply formula all backed by a Lifetime Guarantee. Glidden Premium provides a mildew resistant coating that can be tinted into more than 1,100 Glidden colors and is formulated for lasting results, often for less than other leading brands. For more than 140 years, painters have trusted Glidden and Glidden paints to help them achieve smart, beautiful results and Glidden Premium delivers on this tradition with a durable finish at an exceptional value. Colorants added to this base paint may increase VOC level significantly depending on color choice.",Glidden Premium,23.98,USD
1 qt. #P100-3 Epiphany Eggshell Enamel Interior Paint & Primer,"Love your space like never before with the high-performance formulation of BEHR MARQUEE Interior Paint. This advanced stain-blocking paint & primer provides long-lasting beauty with exceptional durability and stain resistance. Your walls will stay looking fresh and beautiful year after year – backed by a Lifetime Limited Warranty, see back label for details.  A primer coat may be needed on some surfaces. See back label for details.",BEHR MARQUEE,20.98,USD
Disc Brake Pad Set,"The Z17 Evolution Plus product line combines our performance proven Z16 Evolution Ceramic pads with application specific brake hardware kits. Each hardware kit will include stainless steel abutment clips (where applicable), anti-rattle hardware clips, piston clips or bushings and sleeves as required for installation. Power Stop disc brake pad set's built a reputation in the automotive industry for quality and craftmanship. We manufacture disc brake pad set's for virtually every automobile on the road today. Power Stop disc brake pad set's are available for on and off road use and are designed for all weather conditions.",Power Stop,29.94,USD
"""Curious Cow I"" by Carolee Vitaletti Framed with LED Light Animal Wall Art 16 in. x 24 in.","This ready to hang, lightbox art piece features a brown cow looking forward over an abstract background. The Backlit LED Lightbox by Trademark Fine Art is a great new way to illuminate your favorite artwork day or night. The sturdy metal snap frame construction makes this lightbox durable yet lightweight, while the bright, cool LED back lights your artwork for vibrant color display. The anti-glare acrylic cover helps to keep the art visible in almost any lighting. With the hanging hardware conveniently included, you can easily hang this well-lit frame. Also included is the 78 in. detachable power cord featuring an in-line power switch close to the frame for easy access. It's an excellent way to show off this work of art in your home or office.",Trademark Fine Art,86.29,USD
Tuckernuck Rose Linen Strippable Roll (Covers 56.4 sq. ft.),"Soften your walls with this woven wallpaper design. This dusty rose will add a beautiful blush to any room. Tuckernuck is an unpasted, non woven wallpaper.",Brewster,32.84,USD
1 gal. #770A-1 Quartz White Flat Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,35.98,USD
Waterbrook Dual Mount Composite Granite 33 in. 3-Hole Double Bowl Kitchen Sink in Burgundy,"Granite Composite large double bowl kitchen sink with a durable finish that is easy to clean. It has deep bowls to maximize workspace and functionality with the beauty and strength of granite yet lighter weight. The insulated construction absorbs waste disposal noise and resists stain, rust, oxidation, chipping, and scratches. It is designed for Drop-in quick and easy installation. No mounting clips required for Drop-in installation. Plumbers putty for drains and silicone sealant for perimeter of sink is all that's needed. All Mont Blanc brand sinks are certified by the National Association of Home Builders Research Center and carry a Lifetime Warranty.",Mont Blanc,207.96,USD
31 in. W x 22 in. D Engineered Marble Vanity Top in Slate Grey with White Single Trough Sink,"Transform your bathroom with a beautiful engineered marble vanity top with pre-attached under-mount vitreous china bowl. Perfect for quick and easy remodels. This vanity top is easy to install and fits directly on any standard 30 in. vanity cabinet. It is sure to give your bathroom that stylish, finishing touch.",Home Decorators Collection,279.2,USD
#10-24 x 5/8 in. Grade 18-8 Stainless Steel Internal Hex Headless Set Screws (25-Pack),"Socket set cap screws have cup points that produce a thin edge that digs into hard surfaces for a secure hold. This fastener is headless and contains an internal hex drive. Use an Allen wrench (hex key) to secure with required torque as needed. Although often used in machinery, they can be found around the home as well to secure window crank handles to window operators or to hold interior door knobs to spindles. Length is measured from the top of the fastener to the base of the cup point.",Prime-Line,13.36,USD
Chesapeake Drop-In Acrylic 33 in. Double Bowl Kitchen Sink in Desert Bloom,The Thermocast Chesapeake Drop-in 31 in. x 20 in. Double Bowl Kitchen Sink does not require mounting clips for a Drop-in installation. It is designed to withstand temperatures up to 450°F so you can place hot pots in the sink without damaging the basin. The high-gloss finish is designed to protect the sink from everyday wear and tear.,Thermocast,245.95,USD
Eden Teak Patio Bar Table,"Have a good time all year round at your patio with the comfort of the Amazonia Teak wood Casual Furniture Collection. This bistro patio table has great quality, elegant design and it is made of solid teak wood (Tectona Grandis). Designed with style in mind this is a great addition to your home for indoor or outdoor use.",Amazonia,705.23,USD
Indoor Peony Bouquet Artificial Flower (Set of 6),"Coming in a set of 6, this peony bouquet artificial flower will soften the atmosphere in your home. It features lightly hued blooms that are densely bundled together, giving this ornament added life and volume. With its bright appearance, it'll look great when positioned on mahogany furniture or any flat surface in your office or foyer space. You can place the remaining pieces on different bookshelves for a complete, lovely display.",Nearly Natural,42.38,USD
3-23/32 in. (94.3 mm) Black Decorative Hook,Jazz up any surface with this classic metal hook. A small detail makes a big impact. Mounting hardware included for easy installation.,Richelieu Hardware,9.49,USD
26 in. Mahogany Brown Rectangular 1 -Drawer Floating Desk with Wall Mounted Feature,"An ideal solution for any room, this brown mahogany laptop desk folds away neat and compact. Fold the desk down and you reveal a convenient storage area with shelves, bill organizers and a corkboard. The desk is finished out with a useful drawer to store away pens, pencils and anything else you may want to keep out of sight. Whether you choose to use this in your home office, living room, bedroom or dorm, you are sure to be pleased with the amazing functionality of this fold out desk.",Southern Enterprises,125.34,USD
1 qt. #PPU7-17 Wax Sculpture Semi-Gloss Enamel Exterior Paint & Primer,"For a classic, cultivated look on your home's exterior walls, choose BEHR MARQUEE Flat Exterior paint. Featuring the most advanced dirt and fade technology available from BEHR that keeps your home looking freshly painted longer. This gorgeous low-lustre sheen minimizes minor surface imperfections to bring out the best in wood and vinyl siding as well as brick, stucco and other masonry.",BEHR MARQUEE,26.98,USD
Hines 3-Light Chrome and Seeded Glass Bath Light,"Offered in 2 smooth finishes, with 2 glass options, Hines is suitable for a variety of decors. The transitional style is a marriage of traditional silhouettes with modern finishes. The black and chrome fixtures are paired with opal or seeded glass shades. This 3 light bath vanity is UL approved damp locations.",Golden Lighting,199.2,USD
8 oz. Home Decorators Collection #HDC-NT-01 Woodland Sage Satin Enamel Interior/Exterior Paint & Primer Color Sample,"The BEHR PREMIUM PLUS 8 oz. Interior/Exterior Paint Sample lets you try a color before you buy it. This sample is 100% acrylic latex paint that provides a long-lasting, tough finish. For a true idea of whole-room coverage this sample can be tested on almost any interior or exterior surface and covers up to 16 sq. ft.",BEHR PREMIUM PLUS,3.98,USD
"18 in. Christmas ""JINGLE"" Wreath Hanger","This ornate wreath hanger will add jingle, literally, to your holiday wreath display. Constructed in all steel with a nickel color finish, a glittered silver painted ""JINGLE"" is centered between looping swirls. A trio of jingle bells are hanging from 2 outer loops. This unique door hanger offers fashion and function, perfect for hanging a wreath celebrating the holiday season. For indoor or outdoor use.",National Tree Company,48.43,USD
Medium Rectangle Urban Pewter Beveled Glass Modern Mirror (32.5 in. H x 42.5 in. W),"Give your wall or bathroom the finishing touch with this framed, wall mounted mirror. This mirror features an angular dark silver frame with narrow top and inner lip. The color is reminiscent of gunmetal and dark pewter. A wall mirror can make your space appear larger and more inviting, especially if its a well-placed foyer or living room mirror. Hang it at eye level or position it so it reflects other home decor elements in the room. Amanti Art is headquartered in Madison, WI and provides high quality, handmade framed art, mirrors and organization boards for your home improvement projects. Our home decor products are made using traditional custom framing techniques that give you the kind of quality you'd expect from your local frame shop. Because of our focus on workmanship, our products are used by architects, developers, interior designers and homeowners alike to create beautiful functional living spaces. This Amanti Art framed mirror is a home decor item you can be proud to use anywhere in your home. We know that each decoration you choose for your home, be it for your living room, foyer, kitchen, bedroom, bathroom or other space, is a reflection of your style and taste. This mirror is one of many colors and sizes that Amanti Art offers. If it's not a perfect fit, please check out our other mirrors to find exactly what you want. We hope you're pleased with your Amanti Art purchase!",Amanti Art,246.61,USD
5 gal. #HDPV19 Blue Stemware Flat Interior Paint and Primer,The improved PPG Diamond interior 100% acrylic paint and primer provides exceptional durability and hide. It also provides outstanding stain resistance that protects and beautifies any room in your home. All backed by a Lifetime Guarantee.,PPG Diamond,103,USD
Cut-to-Width Gray Cloud Cordless Top Down Bottom Up Blackout Eco Polyester Cellular Shade 35.5 in. W x 48 in. L,"Choosing eco-friendly window shades doesn't mean you have to sacrifice style or safety. Our eco-friendly Perfect Lift Window Treatment honeycomb blackout top down bottom up shades provide all in one. Perfect Lift Window Treatment honeycomb light filtering top down bottom up shades are made from 100% fibers from recycled materials. An average shade size (32 in. x 64 in.) takes approximately twelve 16 oz. plastic bottles reducing the number of bottles from ending in our ocean. Honeycomb style shade provide the right amount of privacy and room darkness day and night, these shades are also a great source of energy savings by keeping hot and cold air from entering or leaving your room. Perfect Lift Window Treatment honeycomb blackout top down bottom up shades feature a simple lift mechanism that operates with minimal efforts by simply holding the bottom rail and gently raising or lowering to the desired height. Honeycomb cellular shades area a practical alternative to standard window blinds at an affordable price. Our Perfect Lift Window Treatment honeycomb light filtering top down bottom up shades provide privacy and light filtration when needed.",Perfect Lift Window Treatment,85.58,USD
iRobot Roomba s9+ (9550) Wi-Fi Connected Robot Vacuum with Automatic Dirt Disposal,"You—and your home—deserve the best. With 40X the Power-Lifting Suction*, our most powerful cleaning system, and advanced technologies, the s9+ cleans thoroughly—even into corners and along edges. It empties itself into the Clean Base® Automatic Dirt Disposal that holds months of debris. Its learning never stops, as it offers up personalized cleaning recommendations that work around your life, pollen seasons, and peak pet-shedding times—so that it’s always one step ahead of the mess.  *(compared to the Roomba® 600 series cleaning system)",iRobot,899,USD
18-Gauge Stainless Steel 23 in. Single Bowl Undermount Kitchen Sink,"Made from T304 18-Gauge durable stainless steel, long-lasting. Right angle design provides an easy way to clean and maintain. It has unique design to handle noise from dishwashing and waste disposal. With the modern design, experience the high-end sinks and enjoy the easy life.",Logmey,375,USD
Olgelthorpe 3-Light Brushed Nickel Bathroom Vanity Light with Bell Shaped Frosted Glass Shades,"The Hampton Bay Olgelthorpe Collection exhibits transitional style vanity lighting that will upgrade your bathroom or powder room with contemporary, elegant style. The Olgelthorpe 22 inch vanity bar uses three 60-watt bulbs, each of which is shaded by white frosted glass. The white glass is complimented by a classic, brushed nickel finish that will easily coordinate with existing bathroom styles. The bell shaped shades are open at the bottom, allowing easy access to change the bulbs. The shades are held in place by a matching round back plate and straight bar design with decorative finials for added style. This vanity light bar can be mounted with the shades facing upwards or downwards for a customizable look.",Hampton Bay,59.97,USD
Power Steering Pressure Line Hose Assembly - Pump To Hydroboost,Sunsong power steering pressure line hose assembly's built a reputation in the automotive industry for quality and craftmanship. We manufacture power steering pressure line hose assembly's for virtually every automobile on the road today. Sunsong power steering pressure line hose assembly's are available for on and off road use and are designed for all weather conditions.,Sunsong,21.87,USD
1 Qt. #S180-3 Flowerpot One-Coat Hide Matte Interior Paint & Primer,"Love your space like never before with the high-performance formulation of BEHR MARQUEE Interior Paint. This advanced stain-blocking paint & primer provides long-lasting beauty with exceptional durability and stain resistance. And save time on your project with One-Coat Hide guaranteed in over 1,000 colors.  A primer coat may be needed on some surfaces. See back label for details.  Valid only when tinted to colors from the MARQUEE One-Coat Hide Color Collection.",BEHR MARQUEE,19.98,USD
"Whole House Water Filter System w/ 20 x 4.5 Sediment, Carbon Block, and Lead Reducing Filters and 3/4 Push-Fit Hoses","The WGB32B-PB whole house filtration system is an ideal ""point of entry"" filtration system for cleaning up well water. Unlike ""point of use"" systems (like RO systems) that are installed to supply water to a specific faucet, the WGB32B-PB filters your water from the source. This means water from every output in your home will have passed through the three filtration stages of the WGB32B-PB. Used as the first stage of defense on the system, the stage 1 housing holds a 5-micron high-capacity polypropylene sediment filter. This filter removes dirt and other various larger sized particles from the water that can clog the following filters. The second stage of the WGB32B-PB houses a 5-micron CTO coconut shell carbon block filter. Block carbon is more effective than other forms of carbon in that it is finely ground up carbon packed into a solidified block. This means they have a higher density than other types of carbon filters and are therefore more effective in removing their targeted contaminants. The carbon block filter knocks out bad tastes and odors, removes over 90% of chlorine from the water and is highly effective on organic chemicals (VOCs) like pesticides, herbicides and industrial chemicals. The third stage of the WGB32B-PB houses an iron and lead reducing filter. The FCRC25B iron and lead reducing filter is only included with the WGB32B-PB, as it is not needed for most municipal water supplies that the WGB32B targets.",ISPRING,594.83,USD
1 gal. #S310-5 Brazilian Citrine Eggshell Enamel Interior Stain-Blocking Paint & Primer,"Introducing the best of BEHR Paint. Featuring our most advanced stain repellency and unmatched scuff resistance to keep the surfaces of your projects looking newer longer, and fast-drying technology that will get you back to using your spaces quicker. All with one-coat hide guaranteed in over 1,000 colors. Our most durable, most stain repellent, most scuff resistant, one-coat hide paint ever.  Darker colors may require additional dry time between coats.  Cooler temperatures or higher humidity may prolong drying time.  Valid only when tinted to colors from the one coat hide color collection",BEHR DYNASTY,52.98,USD
Cheverny Light Grey Wood Tile Light Grey Paper Strippable Roll (Covers 56.4 sq. ft.),"A soft, light grey wood texture is given a modern twist by being laid in an array of triangular tiles. The woodgrain is accentuated by shimmering silver outlines, giving the cool monochrome palette extra flair. Cheverny is an unpasted, non-woven wallpaper.",Decorline,103.5,USD
Match of Behr Ancient Root (PPU4-20): 12 in. x 12 in. Peel and Stick Paint Sample Made with Real Paint,Preview two coats of genuine paint without the mess. The non-damaging adhesive backing is repositionable for displaying color in a variety of locations and lighting environments. Removal is easy - simply peel from the wall surface to move around or discard.,Samplize,5.95,USD
5 gal. #670A-3 Posies Semi-Gloss Enamel Low Odor Interior Paint & Primer,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",BEHR PREMIUM PLUS,158,USD
Quince Beige 7 ft. 10 in. x 10 ft. Indoor/Outdoor Area Rug,"The Quince Collection features compelling global inspired designs brimming with elegance and grace. The perfect addition for any home, these pieces will add eclectic charm to any room. The meticulously woven construction of these pieces boasts durability and will provide natural charm into your decor space. Machine Washable, Outdoor Safe.",Artistic Weavers,214.46,USD
Take Home Tile Sample - Meta Standard Subway 6 in. x 6 in. Stainless Steel Metal Over Ceramic Mosaic Tile,"The Merola Tile Meta Standard Subway Stainless Steel Metal Over Ceramic Mosaic Tile adds sleek, contemporary style and charisma to almost any space. Each individual tile is approximately 1 in. x 2 in. and features a high-sheen, brushed-metal finish. Use non-sanded grout and plastic tools (sold separately) during installation to help prevent the tile from scratching. This tile is designed for indoor wall use, perfect for a modern kitchen backsplash or strip accent with glass mosaic tiles.",Merola Tile,2.99,USD
5 gal. #480B-4 Shoreline Green Satin Enamel Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",BEHR PREMIUM PLUS,173,USD
Classic Shock Absorbers,"Keep the timeless classic cars on the road. Application-tuned to improve performance and handling, Classic shock absorbers provide modern gas shocks for classic, collectible and limited registration vehicles. Keep your prized vehicle on the road and performing at its best. And like all Gabriel shocks and struts, Classic shocks feature a super-finished chromed piston rod for superior corrosion resistance and a leak-proof piston seal which extends product life.",Gabriel,27.49,USD
Cora Fairway Oaks Blue Transitional Vintage 5 ft. x 7 ft. Area Rug,"Our captivating Fairway Oak area rug proves that luxury and affordability can indeed go hand-in-hand. This striking floor covering features beautifully balanced distressing for a distinct old-world elegance, while also providing high quality construction for decades of warmth, durability, and floor protection. The bold contrasting hues of coral and navy highlight the intricate nature of this rug's dynamic oriental pattern creating an eye-catching element for your floor. Say hello to your new heirloom.",Rugs America,78.77,USD
1 gal. #HDGO63D Historic Tan Semi-Gloss Interior Paint with Primer,"PPG Diamond semi-gloss interior 100% acrylic paint with primer provides exceptional durability and outstanding stain resistance that protects and beautifies your high-traffic areas including trim, kitchens and bathrooms. PPG Diamond is a Zero VOC, Low Odor paint with primer that offers excellent hide and coverage alongside outstanding scrubbability and washability - all backed by a Lifetime Guarantee. PPG Diamond provides a mildew resistant coating that can be tinted into more than 1,100 PPG colors and has been specifically designed for durable, long-lasting results, often for less than other leading brands. For more than 140-years, painters have trusted PPG and PPG paints to help them achieve smart, beautiful results and PPG Diamond delivers on this tradition with a Diamond-tough, beautiful finish at an exceptional value. Colorants added to this base paint may increase VOC level significantly depending on color choice.",PPG Diamond,28.98,USD
Benton Assembled 30x30x12 in. Wall Cabinet in White,"​Conveying a traditional/classic look that will be sure to evoke a timeless appearance, the Benton 30 in. W assembled wall cabinet is beautifully crafted with 2 raised panel RTF doors. The Benton collections white finish offers a brilliant, solid white complexion, with a natural maple wood interior, that is sure to add a touch of brilliance to any room. Including a full overlay door style, the wall cabinet is fully assembled making it easy for you to build the kitchen, bathroom, laundry room or office of your dreams.",Hampton Bay,135,USD
Solar Meditating Gnamaste Lotus Position with Birds Gnome Garden Statue,"Get your Zen on with this illuminating Solar Meditating Gnamaste Garden Gnome statue. As the sun sets and dusk settles in, the little birds in his palms will begin to glow. This garden art is beautifully hand painted with great details. Make a wonderful gift for the animal lover, garden enthusiast and yogi alike.",Exhart,39.99,USD
Angel Oak Charleston by Pierre Leclerc Nature Wall Art 18.75 in. x 22.75 in.,"This ready to hang, matted framed art piece features a large tree with low-hanging limbs. Giclee (jee-clay) is an advanced printmaking process for creating high quality fine art reproductions. The attainable excellence that Giclee printmaking affords makes the reproduction virtually indistinguishable from the original piece. The result is wide acceptance of Giclee by galleries, museums and private collectors. Gallery wrap is a method of stretching an artist's canvas so that the canvas wraps around the sides and is secured a hidden, wooden frame. This method of stretching and preparing a canvas allows for a frameless presentation of the finished painting.",Trademark Fine Art,40.5,USD
Celia Teal 19 in. Round Metal Coffee Table,"Add a glamorous conversation piece to your home that projects elegance with the Celia table. Inspired by modern design, the Celia table features a bold 2-tone finish consisting of an elegant gold leaf tone on the frame and a teal finish on the tabletop. This lovely pairing makes for a glamorous accent piece that serves as the decorative focal point for your living or entertaining space. The Celia table was made from 100% iron material, giving it a resilient quality and look. The overall dimensions of the Celia are 28 in. wide x 28 in. deep x 19 in. tall, making it the perfect surface for storage, display, and serving. It's perfect for showcasing your prized keepsakes and decorative accents, storing much-needed household necessities, or serving your favorite cocktails at your next get-together. When you want to save space in the room, you can also remove the magnetic tabletop and fold the frame for quick storage. Whether you decide to place it in your entryway, living room, or bedroom, the padded feet protect your hard floors from scratches, scuffing, and other damage.",Kate and Laurel,144.99,USD
Courtyard Gray 4 ft. x 6 ft. Solid Indoor/Outdoor Area Rug,"Safavieh's Courtyard collection was created for today's indoor/outdoor lifestyle. These beautiful but practical rugs take outdoor decorating to the next level with new designs in fashion-forward colors, and patterns from classic to contemporary. Made with enhanced material for extra durability, Courtyard rugs are pre-coordinated to work together in related spaces inside or outside the home. Safavieh developed a special sisal weave that achieves intricate designs that are so easy to maintain, you simply clean your rug with a garden hose.",SAFAVIEH,55.96,USD
1 qt. #BXC-40 Soft Wheat Semi-Gloss Enamel Interior Paint & Primer,"Love your space like never before with the high-performance formulation of BEHR MARQUEE Interior Paint. This advanced stain-blocking paint & primer provides long-lasting beauty with exceptional durability and stain resistance. Your walls will stay looking fresh and beautiful year after year – backed by a Lifetime Limited Warranty, see back label for details.  A primer coat may be needed on some surfaces. See back label for details.",BEHR MARQUEE,22.98,USD
"11 in. x 14 in. ""Crazy Ones Inspirational Quote Word Black And White"" by Daniel Sproul Framed Wall Art","First came wood, then came canvas, and now we introduce our 'Framed Giclee Textured Wall Art. We start with a giclee lithograph mounted on wood, and finish it with a texturized brush stroke finish. We didn't stop there though as we fit it within a 1.5 in. thick ebony wood grain frame to add depth and dimension. Ready to hang.",Stupell Industries,20.73,USD
